name,broad_type,cluster_status,ra,dec,lii,bii,core_radius,central_radius,cluster_radius,num_core_stars,num_central_stars,num_cluster_stars,distance,e_bv,log_age,log_age_error,reference_code,cluster_type,metallicity,metallicity_error,class
ASCC 19,,,81.922,-1.965,204.863,-19.48,0.04,0.25,0.52,3,34,114,314,0.052,7.5,,COCD,,,,OPEN STAR CLUSTER
FSR 0817,,,84.864,30.903,177.625,-0.099,0.01,0.05,0.115,2,22,114,1359,0.416,9.05,,DIAS,irc,,,OPEN STAR CLUSTER
Collinder 74,,,87.147,7.38,199.002,-10.396,0.02,0.1,0.18,5,69,114,2637,0.604,9.09,0.026,DIAS,,,,OPEN STAR CLUSTER
FSR 0962,,,95.963,14.1,197.272,0.426,0.01,0.08,0.135,3,45,114,2670,0.521,8.935,0.04,FPRO,,,,OPEN STAR CLUSTER
FSR 1195,,,104.82,-12.95,225.36,-4.158,0.02,0.09,0.165,4,47,114,3150,0.958,8.2,,FPOS,,,,OPEN STAR CLUSTER
FSR 1223,,,106.842,-15.98,228.957,-3.791,0.015,0.11,0.2,3,44,114,2255,0.416,8.95,,FPRO,,,,OPEN STAR CLUSTER
ASCC 37,,,109.515,-24.5,237.708,-5.465,0.01,0.07,0.16,2,31,114,1571,0.125,8.73,0.059,COCD,,,,OPEN STAR CLUSTER
Pismis 14,,,142.47,-52.78,275.151,-1.139,0.015,0.055,0.1,6,39,114,1775,0.479,8.355,,DIAS,dub,,,OPEN STAR CLUSTER
Ruprecht 90,n,o,157.935,-58.25,285.399,-0.216,0.011,0.085,0.14,5,54,114,2682,0.489,6.8,,COCD,,,,NEBULA
Dolidze 28,,,276.37,-14.65,16.97,-1.032,0.02,0.08,0.15,2,37,114,1258,0.937,8.25,,DIAS,,,,OPEN STAR CLUSTER
FSR 0271,,,319.665,41.92,86.183,-5.284,0.012,0.075,0.155,3,41,114,1599,0.874,8.9,,FPOS,,,,OPEN STAR CLUSTER
FSR 0544,,,19.957,52.667,127.295,-9.964,0.02,0.075,0.165,6,43,113,1799,0.7,8.906,0.02,FPOS,,,,OPEN STAR CLUSTER
Skiff J0458+43.0,,,74.538,43.007,163.003,0.129,0.015,0.07,0.15,2,36,113,3000,0.4,8.7,,DIAS,,,,OPEN STAR CLUSTER
FSR 0933,,,91.388,14.552,194.758,-3.254,0.018,0.08,0.155,4,41,113,1875,1.041,8.465,0.028,FPRO,,,,OPEN STAR CLUSTER
FSR 0929,,,96.39,17.72,194.262,2.48,0.01,0.065,0.145,2,31,113,1296,0.115,8.495,,DIAS,irc,,,OPEN STAR CLUSTER
Ruprecht 23,,,112.65,-23.383,238.067,-2.41,0.015,0.075,0.14,6,50,113,3021,0.625,8.78,,DIAS,,,,OPEN STAR CLUSTER
FSR 1623,,,189.033,-66.942,301.43,-4.115,0.018,0.075,0.135,4,37,113,6915,0.625,8.9,,FPOS,,,,OPEN STAR CLUSTER
Stock 16,a,c,199.695,-62.51,306.081,0.194,0.02,0.095,0.185,3,34,113,1630,0.521,6.78,,COCD,,,,OB ASSOCIATION/HII REGION
NGC 6362,g,o,262.978,-67.048,325.555,-17.569,0.03,0.14,0.23,0,41,113,7600,0.09,10.1,,HARR,glo,-0.99,,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC
NGC 6558,g,o,272.574,-31.764,0.199,-6.023,0.02,0.09,0.13,2,59,113,7411,0.437,10.1,,HARR,glo,-1.145,,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC
MWSC 4483,,,289.283,-68.525,327.131,-27.437,0.015,0.15,0.235,2,46,113,1397,0.229,9.31,0.103,AIPk,,,,OPEN STAR CLUSTER
FSR 0322,,,327.585,51.205,96.48,-2.121,0.012,0.045,0.1,8,19,113,1867,0.45,9.25,,DIAS,irc,,,OPEN STAR CLUSTER
Pismis-Moreno 1,,,334.605,63.222,106.663,5.291,0.035,0.13,0.225,11,57,113,800,0.55,7.4,,COCD,,,,OPEN STAR CLUSTER
FSR 0330,,,338.548,43.34,98.07,-12.809,0.03,0.105,0.187,7,41,113,1900,0.4,9.135,,FPOS,,,,OPEN STAR CLUSTER
FSR 0427,,,352.361,56.945,111.891,-4.159,0.015,0.068,0.115,5,56,113,1633,0.729,8.6,,FPOS,,,,OPEN STAR CLUSTER
Dolidze 12,,,10.193,60.855,121.633,-1.99,0.02,0.08,0.13,7,44,112,4000,0.5,9.135,0.022,DREM,ast,,,OPEN STAR CLUSTER
Czernik 12,,,39.843,54.913,138.104,-4.748,0.02,0.055,0.125,16,38,112,2000,0.26,9.1,,DIAS,,,,OPEN STAR CLUSTER
FSR 0767,,,71.91,31.55,170.611,-8.711,0.02,0.085,0.165,2,40,112,3423,0.708,9.35,,FPOS,,,,OPEN STAR CLUSTER
FSR 0842,,,83.597,25.563,181.536,-3.906,0.02,0.07,0.13,6,37,112,3816,1.374,6.55,,DIAS,irc,,,OPEN STAR CLUSTER
FSR 1065,,,99.019,-0.667,211.773,-3.721,0.018,0.06,0.125,5,32,112,1551,0.458,8.79,,DIAS,irc,,,OPEN STAR CLUSTER
Collinder 140,,,111.03,-31.89,244.933,-7.672,0.04,0.25,0.49,2,32,112,386,0.052,7.7,,COCD,,-0.1,0.15,OPEN STAR CLUSTER
Ruprecht 55,,,123.142,-32.605,250.723,0.813,0.018,0.07,0.13,4,42,112,3640,0.604,6.97,,COCD,,,,OPEN STAR CLUSTER
FSR 1471,,,141.045,-47.34,270.723,2.15,0.018,0.065,0.115,4,52,112,1966,1.031,8.82,,DIAS,irc,,,OPEN STAR CLUSTER
MWSC 4140,,,144.15,-77.48,293.04,-18.532,0.02,0.135,0.225,3,45,112,2465,0.437,9.28,,AIPk,,,,OPEN STAR CLUSTER
FSR 1699,r,c,219.915,-44.07,322.671,14.615,0.025,0.1,0.155,6,49,112,1953,0.146,9.6,,FPOS,,,,OPEN STAR CLUSTER
NGC 6638,g,o,277.734,-25.497,7.897,-7.153,0.025,0.07,0.115,1,29,112,9410,0.41,10.05,,HARR,glo,-0.745,,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC
FSR 0381,,,340.533,58.34,106.631,-0.379,0.02,0.06,0.15,7,31,112,3552,0.77,8.25,,DIAS,irc,,,OPEN STAR CLUSTER
FSR 0740,r,c,68.907,36.098,165.483,-7.642,0.025,0.085,0.19,6,31,111,2100,1.099,9,,FPOS,,,,OPEN STAR CLUSTER
Berkeley 71,,,85.237,32.266,176.639,0.894,0.02,0.08,0.135,14,59,111,3260,0.87,9.02,0.034,DIAS,,,,OPEN STAR CLUSTER
Ruprecht 4,,,102.24,-10.51,222.033,-5.315,0.01,0.09,0.17,4,45,111,4591,0.458,9.005,,DIAS,,-0.09,0.05,OPEN STAR CLUSTER
Ruprecht 13,,,107.002,-25.88,237.914,-8.116,0.012,0.09,0.18,3,40,111,2276,0.354,8.89,0.026,DIAS,non,,,OPEN STAR CLUSTER
Collinder 196,,,131.257,-31.625,253.941,6.968,0.02,0.09,0.18,4,35,111,1393,0.25,9.26,,DIAS,non,,,OPEN STAR CLUSTER
Muzzio 1,,,134.49,-47.695,267.955,-1.322,0.01,0.1,0.18,2,57,111,1394,1.489,6.5,,DIAS,,,,OPEN STAR CLUSTER
Collinder 228,n,o,160.983,-60.087,287.66,-1.051,0.02,0.14,0.28,2,19,111,2358,0.645,6.68,,COCD,,,,NEBULA
ASCC 61,,,161.542,-56.84,286.405,1.957,0.015,0.085,0.15,6,35,111,1702,0.223,7.665,0.001,COCD,,,,OPEN STAR CLUSTER
Ruprecht 100,,,181.44,-62.617,297.707,-0.21,0.018,0.09,0.155,2,46,111,2589,0.729,8.6,,DIAS,,,,OPEN STAR CLUSTER
FSR 1648,,,199.946,-56.351,306.875,6.304,0.012,0.075,0.14,1,29,111,1050,0.291,8.34,,FPOS,,,,OPEN STAR CLUSTER
DBSB 159,,,241.597,-50.725,331.353,1.065,0.01,0.045,0.065,1,59,111,3358,1.77,6.62,,BIRN,irc,,,OPEN STAR CLUSTER
FSR 1739,,,255.817,-47.152,340.288,-3.39,0.02,0.06,0.1,7,39,111,1054,1.041,7.7,,FPRO,,,,OPEN STAR CLUSTER
Terzan-Ju 20,,,263.375,-29.323,358.264,2.035,0.018,0.06,0.1,5,40,111,2879,2.186,8.8,,DREM,ast,,,OPEN STAR CLUSTER
FSR 0107,,,287.262,1.537,36.312,-3.214,0.012,0.07,0.11,2,54,111,2847,1.02,9.1,,DIAS,irc,,,OPEN STAR CLUSTER
Dolidze 35,,,291.353,11.635,47.15,-2.108,0.018,0.06,0.105,7,40,111,1317,1.249,8.3,,DIAS,dub,,,OPEN STAR CLUSTER
FSR 0132,,,295.043,14.175,51.113,-4.039,0.02,0.075,0.115,6,62,111,3918,0.729,9.1,,FPOS,,,,OPEN STAR CLUSTER
Dolidze 42,,,304.905,38.141,76.119,1.082,0.015,0.065,0.105,3,37,111,1239,0.416,7.525,,DIAS,,,,OPEN STAR CLUSTER
Berkeley 54,,,315.75,40.44,83.084,-4.132,0.012,0.06,0.105,2,48,111,4236,1.135,8.985,0.031,DIAS,,,,OPEN STAR CLUSTER
FSR 0568,,,37.23,72.19,130.312,10.73,0.017,0.06,0.16,4,22,110,2301,0.96,9,0.029,FPOS,,,,OPEN STAR CLUSTER
FSR 0771,,,75.945,32.165,172.264,-5.64,0.02,0.085,0.14,6,53,110,1705,0.75,8.515,0.036,FPOS,,,,OPEN STAR CLUSTER
NGC 2232,,,96.99,-4.795,214.546,-7.401,0.04,0.165,0.38,5,26,110,330,0.031,7.7,,COCD,,0.32,0.08,OPEN STAR CLUSTER
FSR 1411,,,128.595,-43.86,262.393,-2.138,0.025,0.095,0.2,5,34,110,912,0.625,7.5,,FPRO,,,,OPEN STAR CLUSTER
Loden 89,,,157.327,-56.78,284.364,0.878,0.02,0.108,0.185,3,41,110,626,0.05,8.3,,COCD,,,,OPEN STAR CLUSTER
ESO 064-05,,,186.18,-68.485,300.475,-5.741,0.015,0.11,0.16,2,56,110,1239,0.416,7.885,,DIAS,dub,,,OPEN STAR CLUSTER
FSR 1622,,,189.495,-63.26,301.419,-0.428,0.018,0.065,0.125,5,40,110,6017,1.874,8.6,,FPRO,,,,OPEN STAR CLUSTER
NGC 4755,a,c,193.41,-60.375,303.204,2.496,0.035,0.13,0.225,6,23,110,1971,0.396,7.3,,COCD,,,,OB ASSOCIATION/HII REGION
Collinder 275,,,203.632,-60.213,308.264,2.212,0.012,0.075,0.125,3,51,110,1952,0.458,8.6,,DIAS,,,,OPEN STAR CLUSTER
vdBergh-Hagen 164,,,221.91,-66.39,314.211,-6.097,0.025,0.25,0.37,1,43,110,501,0.312,7.1,,COCD,,,,OPEN STAR CLUSTER
Lynga 9,,,245.171,-48.517,334.551,1.078,0.01,0.055,0.1,3,40,110,1704,1.166,8.82,,DIAS,,,,OPEN STAR CLUSTER
Trumpler 29,,,265.373,-40.12,350.01,-5.125,0.035,0.09,0.145,11,42,110,1096,0,8.685,0.048,COCD,,,,OPEN STAR CLUSTER
NGC 7708,,,354.075,72.851,117.385,10.793,0.02,0.085,0.195,2,28,110,1952,0.77,8.76,,DIAS,non,,,OPEN STAR CLUSTER
SAI 6,,,6.978,60.677,120.054,-2.063,0.02,0.065,0.12,7,37,109,3100,0.899,8.7,0.061,DIAS,,,,OPEN STAR CLUSTER
FSR 0614,,,40.62,56.735,137.754,-2.907,0.018,0.06,0.13,5,31,109,2787,0.854,6.75,,DIAS,irc,,,OPEN STAR CLUSTER
FSR 0809,,,77.05,27.535,176.582,-7.631,0.03,0.065,0.16,8,27,109,2500,0.87,9.2,,FPOS,,,,OPEN STAR CLUSTER
FSR 0883,,,91.08,22.003,188.113,0.137,0.01,0.055,0.13,3,32,109,2977,0.562,8.735,0.046,DIAS,irc,,,OPEN STAR CLUSTER
FSR 0941,,,95.447,15.733,195.596,0.752,0.02,0.06,0.14,8,31,109,4610,0.874,8.665,0.04,DIAS,irc,,,OPEN STAR CLUSTER
FSR 0888,,,95.558,23.41,188.852,4.437,0.01,0.07,0.15,1,26,109,1536,0.833,7.6,,FPOS,,,,OPEN STAR CLUSTER
FSR 1092,,,99.424,-2.819,213.879,-4.341,0.02,0.085,0.16,2,41,109,1922,0.562,8.8,,FPOS,,,,OPEN STAR CLUSTER
NGC 2353,,,108.627,-10.25,224.672,0.394,0.02,0.11,0.22,4,38,109,1180,0.125,7.2,,COCD,,,,OPEN STAR CLUSTER
FSR 1357,,,122.925,-32.255,250.33,0.852,0.01,0.07,0.15,2,31,109,2361,0.729,8.595,,FPRO,,,,OPEN STAR CLUSTER
FSR 1626,,,185.025,-81.51,301.714,-18.712,0.02,0.115,0.2,2,32,109,2671,0.208,9.6,,FPOS,,,,OPEN STAR CLUSTER
Pismis 19,,,217.65,-60.885,314.704,-0.3,0.03,0.075,0.12,17,68,109,1978,1.301,9.015,0.049,DIAS,,,,OPEN STAR CLUSTER
FSR 0073,,,273.804,-3.925,25.271,6.231,0.012,0.06,0.115,3,42,109,4429,1.145,9.2,,FPOS,,,,OPEN STAR CLUSTER
FSR 0037,,,285.349,-26.57,9.873,-13.8,0.015,0.105,0.2,2,34,109,2711,0.416,9.155,0.077,FPOS,,,,OPEN STAR CLUSTER
Turner 11,,,310.8,35.585,76.843,-4.232,0.012,0.06,0.115,6,36,109,2200,0.895,8.92,,DIAS,,,,OPEN STAR CLUSTER
King 21,,,357.465,62.7,115.938,0.667,0.015,0.037,0.1,7,28,109,2101,0.799,7.8,,DIAS,,,,OPEN STAR CLUSTER
FSR 0451,,,357.848,60.834,115.678,-1.189,0.01,0.045,0.09,3,27,109,1732,0.645,8.7,,DIAS,irc,,,OPEN STAR CLUSTER
Berkeley 2,,,6.316,60.382,119.701,-2.325,0.018,0.04,0.1,12,29,108,5499,0.899,8.98,0.033,DIAS,,,,OPEN STAR CLUSTER
Haffner 8,r,o,110.793,-12.308,227.485,1.307,0.018,0.075,0.16,2,35,108,1197,0.029,9.035,0.02,DIAS,,0.06,0.04,OPEN STAR CLUSTER
NGC 2455,,,117.258,-21.292,238.347,2.328,0.01,0.075,0.14,3,48,108,1711,0.104,8.72,,DIAS,,,,OPEN STAR CLUSTER
Trumpler 13,,,155.951,-60.133,285.515,-2.352,0.015,0.09,0.16,1,33,108,2070,0.375,8.825,0.032,DIAS,,,,OPEN STAR CLUSTER
Loden 172,,,156.96,-60.7,286.239,-2.57,0.02,0.125,0.18,4,52,108,1415,0.146,8,,DIAS,non,,,OPEN STAR CLUSTER
ESO 131-09,,,187.403,-57.865,300.022,4.883,0.02,0.07,0.145,7,34,108,2255,0.729,8.9,,DIAS,,,,OPEN STAR CLUSTER
NGC 5155,,,202.47,-63.455,307.211,-0.903,0.015,0.105,0.165,4,56,108,1404,0.354,7.4,,DREM,ast,,,OPEN STAR CLUSTER
FSR 0120,r,o,275.767,15.85,44.126,13.311,0.025,0.105,0.15,5,64,108,1786,0.437,9.23,,FPOS,,,,OPEN STAR CLUSTER
Alessi 62,,,283.965,21.619,52.811,8.745,0.03,0.17,0.27,5,54,108,546,0.167,8.95,0.023,DIAS,,,,OPEN STAR CLUSTER
Saurer 6,,,297.759,32.233,68.002,2.845,0.015,0.035,0.075,7,23,108,7329,0.854,9.2,,DIAS,,,,OPEN STAR CLUSTER
NGC 7093,,,323.61,45.915,91.02,-4.396,0.012,0.06,0.13,3,22,108,2500,0.881,8.5,0.121,DIAS,non,,,OPEN STAR CLUSTER
FSR 0816,,,84.832,31.516,177.092,0.204,0.015,0.065,0.12,2,39,107,2220,1.145,7.8,,DIAS,irc,,,OPEN STAR CLUSTER
NGC 2039,,,86.55,8.675,197.561,-10.271,0.02,0.09,0.18,3,34,107,2241,0.77,8.58,0.07,DREM,ast,,,OPEN STAR CLUSTER
Collinder 115,,,101.647,1.797,210.78,-0.259,0.018,0.075,0.115,4,55,107,2272,0.521,7.715,,DIAS,,,,OPEN STAR CLUSTER
FSR 1485,,,140.512,-51.966,273.726,-1.386,0.012,0.07,0.1,3,64,107,1187,0.396,8.88,,FPRO,,,,OPEN STAR CLUSTER
NGC 3033,,,147.127,-56.425,279.586,-2.083,0.013,0.08,0.125,3,42,107,1020,0.331,8.62,,COCD,,,,OPEN STAR CLUSTER
vdBergh-Hagen 90,,,153.045,-58.06,283.125,-1.449,0.012,0.06,0.105,2,42,107,1928,0.541,8.465,,DIAS,,,,OPEN STAR CLUSTER
ASCC 63,,,163.98,-60.415,289.136,-0.675,0.025,0.09,0.15,3,37,107,2686,0.791,7.25,,COCD,,,,OPEN STAR CLUSTER
Ruprecht 119,,,247.05,-51.51,333.263,-1.881,0.02,0.085,0.13,3,53,107,1105,0.57,8.435,,COCD,,,,OPEN STAR CLUSTER
FSR 1761,r,o,247.287,-27.961,350.725,14.093,0.025,0.09,0.18,6,30,107,7468,0.416,9.6,,FPOS,,,,OPEN STAR CLUSTER
NGC 6218,g,o,251.81,-1.949,15.715,26.313,0.045,0.185,0.3,4,68,107,4797,0.187,10.1,,HARR,glo,-1.045,,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC
FSR 0258,,,311.197,43.888,83.558,0.668,0.01,0.05,0.1,5,34,107,1238,1.666,8.3,,DIAS,irc,,,OPEN STAR CLUSTER
Kronberger 84,,,323.91,53.488,96.266,1.073,0.011,0.055,0.09,4,45,107,1310,0.541,8.825,,DIAS,,,,OPEN STAR CLUSTER
FSR 0884,,,83.081,17.178,188.402,-8.804,0.028,0.088,0.195,4,32,106,2711,0.416,9.315,0.024,FPOS,,,,OPEN STAR CLUSTER
Berkeley 76,,,106.665,-11.73,225.095,-1.998,0.012,0.07,0.16,3,33,106,2360,0.731,8.87,,DIAS,,,,OPEN STAR CLUSTER
Ruprecht 65,r,o,129.817,-44.07,263.091,-1.563,0.015,0.085,0.155,4,32,106,786,0.071,8.82,,COCD,,,,OPEN STAR CLUSTER
FSR 1727,,,247.455,-49.752,334.713,-0.854,0.03,0.085,0.14,14,50,106,1201,0.937,8.87,0.03,FPRO,,,,OPEN STAR CLUSTER
Lynga 14,,,253.748,-45.24,340.905,-1.082,0.01,0.055,0.095,5,47,106,1327,1.197,7.75,,DIAS,,,,OPEN STAR CLUSTER
FSR 1758,,,262.905,-39.84,349.234,-3.377,0.02,0.075,0.12,9,51,106,7086,0.77,9.2,,DIAS,irc,,,OPEN STAR CLUSTER
MWSC 4375,,,268.238,9.515,34.948,17.275,0.02,0.125,0.2,3,55,106,3772,0.208,9.375,,AIPk,,,,OPEN STAR CLUSTER
NGC 6554,,,272.231,-18.443,11.748,0.657,0.02,0.145,0.22,2,53,106,1775,0.791,8.62,0.043,DIAS,non,,,OPEN STAR CLUSTER
MWSC 4409,,,273.84,31.725,58.792,21.005,0.022,0.13,0.22,3,36,106,2740,0.656,8.85,,AIPk,,,,OPEN STAR CLUSTER
Czernik 39,,,286.882,4.333,38.624,-1.594,0.015,0.06,0.11,6,38,106,1143,2.519,7.8,,DIAS,,,,OPEN STAR CLUSTER
FSR 0142,,,293.895,20.125,55.773,-0.176,0.018,0.075,0.155,3,26,106,2669,1.145,6.4,,DIAS,irc,,,OPEN STAR CLUSTER
NGC 7235,,,333.09,57.265,102.692,0.782,0.012,0.04,0.092,3,26,106,2700,0.931,7.3,,COCD,,,,OPEN STAR CLUSTER
FSR 0371,,,346.314,48.248,105.287,-10.952,0.03,0.1,0.165,4,43,106,3541,0.791,8.7,,FPOS,,,,OPEN STAR CLUSTER
Tombaugh 4,,,37.29,61.785,134.21,1.072,0.03,0.07,0.12,30,61,105,3700,1.249,8.64,,DIAS,,,,OPEN STAR CLUSTER
FSR 0735,r,c,73.504,40.84,164.211,-1.827,0.02,0.07,0.13,3,31,105,2700,0.521,8.795,0.048,DIAS,irc,,,OPEN STAR CLUSTER
ESO 493-03,,,114.922,-27.295,242.488,-2.511,0.018,0.065,0.135,4,24,105,1400,0.1,8.385,,COCD,,,,OPEN STAR CLUSTER
FSR 1379,,,120.067,-40.898,256.41,-5.712,0.015,0.07,0.13,3,32,105,1951,1.083,7.45,,FPOS,,,,OPEN STAR CLUSTER
Ruprecht 68,,,131.148,-35.885,257.254,4.269,0.01,0.08,0.14,3,52,105,2181,0.333,9.35,0.028,DIAS,,,,OPEN STAR CLUSTER
FSR 1509,,,147.005,-55.067,278.666,-1.082,0.025,0.06,0.1,16,54,105,2209,1.176,8.85,,DIAS,irc,,,OPEN STAR CLUSTER
FSR 1617,,,187.132,-66.56,300.652,-3.79,0.018,0.11,0.171,3,47,105,1828,0.437,8.9,,DIAS,irc,,,OPEN STAR CLUSTER
FSR 1776,,,268.5,-36.145,354.702,-5.205,0.01,0.06,0.105,4,40,105,8923,0.458,9.5,,FPOS,,,,OPEN STAR CLUSTER
NGC 6584,g,o,274.656,-52.216,342.143,-16.414,0.035,0.085,0.155,3,26,105,13501,0.1,10.1,,HARR,glo,-1.5,,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC
Loiano 1,r,o,299.572,32.55,69.063,1.696,0.01,0.05,0.08,4,38,105,1447,0.614,8.9,,DIAS,,,,OPEN STAR CLUSTER
Kronberger 54,,,300.783,31.967,69.107,0.519,0.01,0.045,0.085,6,44,105,2900,0.895,8.83,,DIAS,,,,OPEN STAR CLUSTER
Dolidze 44,r,o,307.447,41.635,80.1,1.5,0.015,0.11,0.2,4,29,105,1499,0.687,8.155,,DIAS,,,,OPEN STAR CLUSTER
Ruprecht 174,,,310.856,37.012,77.997,-3.388,0.01,0.075,0.12,3,52,105,1817,0.321,8.9,,DIAS,,,,OPEN STAR CLUSTER
ASCC 114,,,325.005,53.965,97.068,0.998,0.02,0.1,0.16,2,49,105,590,0.26,7.75,,COCD,,,,OPEN STAR CLUSTER
FSR 0812,,,84.532,31.74,176.766,0.108,0.02,0.06,0.11,6,33,104,2801,1.099,7.3,,DIAS,irc,,,OPEN STAR CLUSTER
NGC 2192,,,93.82,39.868,173.403,10.66,0.012,0.09,0.18,4,53,104,3501,0.1,9.25,0.044,DIAS,,-0.31,,OPEN STAR CLUSTER
Collinder 107,,,99.626,4.635,207.333,-0.756,0.02,0.11,0.18,4,53,104,1447,0.416,7.165,0.016,COCD,,,,OPEN STAR CLUSTER
Teutsch 13,,,100.98,1.395,210.833,-1.036,0.018,0.06,0.135,5,20,104,2753,0.625,7.295,,DIAS,,,,OPEN STAR CLUSTER
Ruprecht 33,,,116.483,-21.92,238.527,1.389,0.015,0.07,0.13,3,34,104,1558,0.115,8.81,,DIAS,dub,,,OPEN STAR CLUSTER
FSR 1489,,,143.316,-51.195,274.452,0.376,0.015,0.06,0.115,4,36,104,1211,0.729,9.015,0.064,FPRO,,,,OPEN STAR CLUSTER
FSR 1680,,,217.14,-60.02,314.79,0.597,0.01,0.07,0.115,1,42,104,1458,0.562,8.59,0.126,FPOS,,,,OPEN STAR CLUSTER
FSR 1775,r,o,269.033,-36.565,354.551,-5.786,0.018,0.06,0.1,6,47,104,8508,0.468,9.6,,FPOS,,,,OPEN STAR CLUSTER
NGC 6645,,,278.13,-16.91,15.749,-3.579,0.015,0.09,0.15,2,52,104,1245,0.36,8.61,0.018,DIAS,,,,OPEN STAR CLUSTER
FSR 0178,,,303.293,29.113,67.877,-2.843,0.01,0.045,0.085,4,38,104,3810,1.228,9.18,0.029,DIAS,irc,,,OPEN STAR CLUSTER
FSR 0341,,,331.413,53.333,99.636,-1.869,0.015,0.045,0.1,7,31,104,6000,0.7,9,,DIAS,irc,,,OPEN STAR CLUSTER
FSR 0464,,,354.517,70.685,116.888,8.679,0.01,0.08,0.14,3,37,104,3330,0.583,9.145,0.034,FPOS,,,,OPEN STAR CLUSTER
NGC 7788,,,359.176,61.397,116.429,-0.782,0.013,0.04,0.12,3,16,104,2200,0.489,7.48,,COCD,,,,OPEN STAR CLUSTER
NGC 637,,,25.777,64.045,128.549,1.738,0.011,0.075,0.145,3,30,103,2304,0.583,6.74,,COCD,,,,OPEN STAR CLUSTER
Bica 6,,,76.582,39.165,166.984,-1.003,0.02,0.07,0.14,5,32,103,1150,0.31,9.19,0.027,DIAS,,,,OPEN STAR CLUSTER
Dol-Dzim 4,,,83.96,25.95,181.386,-3.422,0.02,0.075,0.155,3,29,103,1658,1.249,8.455,0.083,DIAS,,,,OPEN STAR CLUSTER
FSR 1351,,,116.46,-34.34,249.281,-4.842,0.015,0.06,0.115,4,24,103,1579,0.645,8.2,,FPOS,,,,OPEN STAR CLUSTER
Pismis 7,,,130.3,-38.707,259.066,2.001,0.015,0.085,0.155,3,38,103,4783,0.937,8.705,0.075,DIAS,,,,OPEN STAR CLUSTER
Pismis 12,,,140,-45.11,268.635,3.221,0.01,0.06,0.115,2,43,103,2221,0.521,9.205,0.04,DIAS,,,,OPEN STAR CLUSTER
MWSC 4138,,,141.78,-73.5,289.631,-16.165,0.025,0.12,0.185,7,51,103,1908,0.458,9.28,,AIPk,,,,OPEN STAR CLUSTER
Trumpler 12,,,151.635,-60.3,283.833,-3.694,0.018,0.085,0.16,3,35,103,1435,0.05,9.205,,COCD,,,,OPEN STAR CLUSTER
NGC 3909,,,177.525,-48.21,292.494,13.415,0.025,0.11,0.17,8,53,103,1792,0.104,9.515,0.101,DIAS,,,,OPEN STAR CLUSTER
Loden 1375,,,221.085,-63.405,315.176,-3.249,0.012,0.085,0.145,2,36,103,1819,0.625,7.9,,DIAS,,,,OPEN STAR CLUSTER
ASCC 90,,,264.78,-34.815,354.275,-1.924,0.03,0.17,0.305,3,41,103,526,0.3,8.81,,COCD,,,,OPEN STAR CLUSTER
NGC 6743,,,285.308,29.314,60.392,10.959,0.01,0.115,0.18,2,38,103,2220,0.833,8.225,0.112,DIAS,non,,,OPEN STAR CLUSTER
FSR 0189,,,302.46,32.91,70.664,-0.166,0.018,0.07,0.115,9,53,103,2588,1.041,6.5,,DIAS,irc,,,OPEN STAR CLUSTER
Czernik 5,,,28.927,61.354,130.557,-0.563,0.018,0.045,0.09,12,40,102,2400,1.099,8.615,,DIAS,,,,OPEN STAR CLUSTER
NGC 1708,,,75.859,52.865,155.737,6.869,0.03,0.1,0.24,4,23,102,630,0.3,8.755,0.034,COCD,,,,OPEN STAR CLUSTER
FSR 0858,,,92.292,25.68,185.44,2.895,0.012,0.06,0.105,3,38,102,2127,0.5,9.005,0.057,DIAS,irc,,,OPEN STAR CLUSTER
NGC 2189,,,93.03,1.055,207.469,-8.251,0.02,0.07,0.15,5,29,102,1468,0.208,9.175,0.078,DREM,non,,,OPEN STAR CLUSTER
Dolidze 49,,,101.76,-0.01,212.439,-0.983,0.012,0.055,0.12,4,23,102,2398,0.625,8.33,,DIAS,,,,OPEN STAR CLUSTER
FSR 1072,,,101.883,0.03,212.46,-0.855,0.018,0.06,0.12,5,33,102,2204,0.573,8.2,,FPOS,,,,OPEN STAR CLUSTER
FSR 1192,,,106.458,-11.625,224.909,-2.13,0.02,0.1,0.17,3,52,102,2821,0.77,8.55,,FPRO,,,,OPEN STAR CLUSTER
FSR 1260,,,112.11,-19.68,234.574,-1.08,0.018,0.065,0.14,6,33,102,1409,0.25,8.3,,FPRO,,,,OPEN STAR CLUSTER
ASCC 44,,,120.48,-50.58,264.952,-10.438,0.015,0.157,0.24,3,57,102,553,0.271,7.9,,COCD,,,,OPEN STAR CLUSTER
MWSC 4286,,,250.387,-30.535,350.553,10.363,0.022,0.085,0.16,4,35,102,1564,1.332,8.91,0.041,AIPk,,,,OPEN STAR CLUSTER
ESO 139-13,,,264.457,-58.145,333.978,-13.829,0.025,0.1,0.15,5,45,102,1500,0.2,8.78,,COCD,,-0.32,0.08,OPEN STAR CLUSTER
NGC 6514,n,o,270.645,-22.995,7.052,-0.275,0.02,0.165,0.265,1,23,102,1093,0.333,6.9,,COCD,,,,NEBULA
